01,257,448,01
01,314,455,02
01,717,541,03
01,847,569,04
01,1649,721,05
01,1801,737,06
01,506,389,07
01,558,396,08
01,953,447,09
01,1052,458,10
01,1660,562,11
01,1745,576,12
01,486,331,13
01,686,352,14
01,744,358,15
01,1096,396,16
01,1173,406.17
01,1632,474,18
01,1703,486,19
01,603,313,20
01,808,326,21
01,864,332,22
01,1169,362,23
01,1238,370,24
01,1623,425,25
01,1681,437,26
